File Name,Focal Length,Lighting Temperature,Aperture,Focus Distance,Shot Type,ISO,INT/EXT,Camera Model,Composition Techniques,Filter Used,Lens
cloud-atlas-2012-4932.jpg,24,6500,1.4,3.0,Point-of-view,1600,EXT,Sony Venice,Frame within a frame,ND Filter,Canon EF 24-70mm f/2.8L II USM
cloud-atlas-2012-4945.jpg,105,3200,2.0,1.5,Point-of-view,100,INT,Sony FX6,Symmetry,UV Filter,Nikon AF-S Nikkor 50mm f/1.4G
confessions-of-a-dangerous-mind-2002-4963.jpg,85,4300,4.0,1.5,Close-up,200,INT,RED Epic,Rule of thirds,Polarizer,Tokina AT-X 16-28mm f/2.8 Pro FX
confessions-of-a-dangerous-mind-2002-4969.jpg,85,4300,1.4,1.0,Extreme close-up,400,INT,Canon C300,Rule of thirds,UV Filter,Leica Summilux-C 29mm T1.4
confessions-of-a-dangerous-mind-2002-4970.jpg,24,3200,2.8,0.5,Wide shot,400,INT,ARRI Amira,Frame within a frame,ND Filter,Leica Summilux-C 29mm T1.4
confessions-of-a-dangerous-mind-2002-4971.jpg,35,3200,1.4,1.5,Medium shot,1600,EXT,Sony Venice,Golden ratio,ND Filter,Nikon AF-S Nikkor 50mm f/1.4G
confessions-of-a-dangerous-mind-2002-4973.jpg,85,5600,4.0,0.5,Medium shot,200,INT,Canon EOS C70,Rule of thirds,Polarizer,Canon EF 24-70mm f/2.8L II USM
confessions-of-a-dangerous-mind-2002-4977.jpg,24,5600,5.6,3.0,Over-the-shoulder,800,EXT,RED Epic,Rule of thirds,ND Filter,Canon EF 24-70mm f/2.8L II USM
confessions-of-a-dangerous-mind-2002-4978.jpg,85,6500,4.0,1.5,Wide shot,800,EXT,RED Komodo,Rule of thirds,Polarizer,Nikon AF-S Nikkor 50mm f/1.4G
confessions-of-a-dangerous-mind-2002-4982.jpg,105,5600,2.8,1.0,Extreme close-up,800,EXT,ARRI Alexa,Rule of thirds,Polarizer,Fujifilm XF 56mm f/1.2 R
confessions-of-a-dangerous-mind-2002-4983.jpg,24,6500,2.8,3.0,Point-of-view,400,EXT,Sony FX6,Symmetry,UV Filter,Leica Summilux-C 29mm T1.4
confessions-of-a-dangerous-mind-2002-4991.jpg,50,4300,2.0,2.0,Over-the-shoulder,400,INT,RED Epic,Symmetry,UV Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
confessions-of-a-dangerous-mind-2002-4994.jpg,85,6500,1.4,1.0,Extreme close-up,400,EXT,Sony Venice,Frame within a frame,None,Tokina AT-X 16-28mm f/2.8 Pro FX
confessions-of-a-dangerous-mind-2002-4995.jpg,24,3200,4.0,1.0,Over-the-shoulder,200,INT,Sony Venice,Frame within a frame,ND Filter,Zeiss Otus 85mm f/1.4
confessions-of-a-dangerous-mind-2002-4996.jpg,35,5600,1.4,1.5,Close-up,400,EXT,Canon EOS C70,Golden ratio,UV Filter,Sigma 35mm f/1.4 DG HSM Art
confessions-of-a-dangerous-mind-2002-4997.jpg,50,4300,5.6,3.0,Extreme close-up,400,EXT,Sony A7S III,Leading lines,None,Canon EF 24-70mm f/2.8L II USM
confessions-of-a-dangerous-mind-2002-4998.jpg,24,6500,4.0,3.0,Close-up,100,INT,Canon C300,Frame within a frame,None,Tamron SP 70-200mm f/2.8 Di VC USD G2
confessions-of-a-dangerous-mind-2002-5002.jpg,24,4300,2.0,1.5,Wide shot,200,INT,Blackmagic URSA Mini,Rule of thirds,None,Nikon AF-S Nikkor 50mm f/1.4G
confessions-of-a-dangerous-mind-2002-5004.jpg,105,6500,2.0,1.5,Wide shot,1600,EXT,RED Epic,Rule of thirds,Polarizer,Sigma 35mm f/1.4 DG HSM Art
confessions-of-a-dangerous-mind-2002-5005.jpg,105,4300,4.0,1.5,Extreme close-up,400,INT,Panasonic Lumix GH5,Golden ratio,Gradient Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
confessions-of-a-dangerous-mind-2002-5006.jpg,85,6500,2.8,2.0,Medium shot,200,EXT,Nikon Z6,Frame within a frame,None,Tamron SP 70-200mm f/2.8 Di VC USD G2
confessions-of-a-dangerous-mind-2002-5009.jpg,24,5600,5.6,2.0,Extreme close-up,1600,INT,Sony FX6,Leading lines,Gradient Filter,Fujifilm XF 56mm f/1.2 R
confessions-of-a-dangerous-mind-2002-5010.jpg,35,6500,1.4,3.0,Extreme close-up,400,EXT,Canon EOS R,Frame within a frame,None,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
confessions-of-a-dangerous-mind-2002-5011.jpg,105,5600,5.6,2.0,Medium shot,100,EXT,ARRI Alexa,Leading lines,Polarizer,Canon EF 24-70mm f/2.8L II USM
confessions-of-a-dangerous-mind-2002-5014.jpg,50,5600,1.4,1.0,Extreme close-up,200,EXT,Sony Venice,Frame within a frame,Gradient Filter,Zeiss Otus 85mm f/1.4
confessions-of-a-dangerous-mind-2002-5019.jpg,105,3200,5.6,1.5,Extreme close-up,200,INT,Canon EOS C70,Symmetry,Gradient Filter,Fujifilm XF 56mm f/1.2 R
cq-2001-2634.jpg,24,4300,1.4,2.0,Close-up,100,INT,Canon EOS R,Leading lines,None,Fujifilm XF 56mm f/1.2 R
cq-2001-2636.jpg,85,5600,2.0,3.0,Wide shot,1600,INT,ARRI Amira,Golden ratio,ND Filter,Zeiss Otus 85mm f/1.4
cq-2001-2638.jpg,50,3200,5.6,1.5,Extreme close-up,1600,INT,Canon EOS R,Frame within a frame,Polarizer,Nikon AF-S Nikkor 50mm f/1.4G
cq-2001-2639.jpg,24,3200,4.0,1.5,Extreme close-up,100,EXT,Panasonic Lumix GH5,Symmetry,None,Tokina AT-X 16-28mm f/2.8 Pro FX
cq-2001-2644.jpg,85,4300,4.0,1.5,Point-of-view,200,EXT,Sony A7S III,Golden ratio,Polarizer,Sony FE 24-70mm f/2.8 GM
cq-2001-2645.jpg,35,5600,2.8,1.5,Wide shot,200,EXT,Canon C300,Frame within a frame,Polarizer,Tamron SP 70-200mm f/2.8 Di VC USD G2
cq-2001-2647.jpg,105,6500,2.0,1.0,Wide shot,100,EXT,RED Epic,Golden ratio,Polarizer,Fujifilm XF 56mm f/1.2 R
cq-2001-2651.jpg,50,6500,2.0,3.0,Point-of-view,200,EXT,Sony Venice,Rule of thirds,Polarizer,Nikon AF-S Nikkor 50mm f/1.4G
cq-2001-2653.jpg,24,5600,2.8,0.5,Medium shot,800,EXT,RED Epic,Leading lines,UV Filter,Leica Summilux-C 29mm T1.4
cq-2001-2657.jpg,35,5600,2.8,1.0,Over-the-shoulder,100,INT,RED Epic,Leading lines,None,Tamron SP 70-200mm f/2.8 Di VC USD G2
cq-2001-2659.jpg,105,6500,1.4,3.0,Over-the-shoulder,400,EXT,RED Epic,Frame within a frame,ND Filter,Fujifilm XF 56mm f/1.2 R
cq-2001-2661.jpg,24,6500,4.0,3.0,Point-of-view,100,EXT,ARRI Alexa,Rule of thirds,None,Tamron SP 70-200mm f/2.8 Di VC USD G2
cq-2001-2663.jpg,85,4300,5.6,1.5,Point-of-view,100,INT,RED Epic,Rule of thirds,UV Filter,Canon EF 24-70mm f/2.8L II USM
cq-2001-2665.jpg,85,5600,2.0,2.0,Close-up,400,EXT,Canon C300,Frame within a frame,Gradient Filter,Leica Summilux-C 29mm T1.4
cq-2001-2674.jpg,85,4300,1.4,0.5,Wide shot,1600,INT,Nikon Z6,Symmetry,UV Filter,Nikon AF-S Nikkor 50mm f/1.4G
cq-2001-2679.jpg,24,5600,1.4,2.0,Close-up,200,EXT,ARRI Amira,Leading lines,None,Sigma 35mm f/1.4 DG HSM Art
cq-2001-2681.jpg,85,5600,1.4,1.5,Extreme close-up,800,INT,Canon EOS R,Symmetry,ND Filter,Tamron SP 70-200mm f/2.8 Di VC USD G2
cq-2001-2683.jpg,24,3200,1.4,2.0,Extreme close-up,100,INT,ARRI Amira,Frame within a frame,None,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
cq-2001-2689.jpg,50,4300,2.8,3.0,Wide shot,800,INT,Sony FX6,Leading lines,ND Filter,Fujifilm XF 56mm f/1.2 R
cq-2001-2691.jpg,35,3200,2.8,1.0,Wide shot,1600,INT,ARRI Amira,Golden ratio,UV Filter,Sigma 35mm f/1.4 DG HSM Art
cq-2001-2692.jpg,50,3200,2.8,0.5,Over-the-shoulder,1600,INT,RED Komodo,Frame within a frame,Polarizer,Canon EF 24-70mm f/2.8L II USM
dead-ringers-1988-197-7009.jpg,24,6500,5.6,1.5,Over-the-shoulder,100,INT,Blackmagic URSA Mini,Frame within a frame,Polarizer,Fujifilm XF 56mm f/1.2 R
dead-ringers-1988-197-7015.jpg,85,6500,4.0,2.0,Close-up,200,EXT,Fujifilm X-T3,Symmetry,Polarizer,Leica Summilux-C 29mm T1.4
dead-ringers-1988-197-7016.jpg,105,6500,1.4,1.5,Over-the-shoulder,100,INT,RED Epic,Leading lines,None,Sigma 35mm f/1.4 DG HSM Art
dead-ringers-1988-197-7017.jpg,50,6500,5.6,1.0,Close-up,400,INT,Blackmagic URSA Mini,Rule of thirds,Gradient Filter,Sigma 35mm f/1.4 DG HSM Art
dead-ringers-1988-197-7018.jpg,50,6500,5.6,3.0,Point-of-view,100,INT,RED Komodo,Symmetry,UV Filter,Leica Summilux-C 29mm T1.4
dead-ringers-1988-197-7022.jpg,50,3200,1.4,0.5,Wide shot,800,INT,Canon EOS R,Frame within a frame,Gradient Filter,Zeiss Otus 85mm f/1.4
dead-ringers-1988-197-7025.jpg,85,5600,2.0,1.0,Medium shot,200,INT,Canon C300,Leading lines,ND Filter,Sony FE 24-70mm f/2.8 GM
dead-ringers-1988-197-7034.jpg,24,6500,4.0,1.5,Over-the-shoulder,800,INT,ARRI Alexa,Rule of thirds,UV Filter,Sigma 35mm f/1.4 DG HSM Art
dead-ringers-1988-197-7038.jpg,105,4300,1.4,0.5,Over-the-shoulder,200,INT,Sony A7S III,Golden ratio,UV Filter,Sony FE 24-70mm f/2.8 GM
dead-ringers-1988-197-7051.jpg,24,3200,2.0,2.0,Over-the-shoulder,200,INT,Sony A7S III,Leading lines,Polarizer,Canon EF 24-70mm f/2.8L II USM
dead-ringers-1988-197-7052.jpg,50,5600,2.8,1.0,Close-up,1600,EXT,ARRI Amira,Symmetry,UV Filter,Fujifilm XF 56mm f/1.2 R
dead-ringers-1988-197-7054.jpg,50,4300,1.4,0.5,Medium shot,100,EXT,ARRI Amira,Symmetry,None,Fujifilm XF 56mm f/1.2 R
dead-ringers-1988-197-7057.jpg,105,3200,2.0,2.0,Close-up,200,EXT,Blackmagic URSA Mini,Golden ratio,ND Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
dead-ringers-1988-197-7060.jpg,24,6500,2.0,1.0,Medium shot,100,INT,Sony A7S III,Golden ratio,Polarizer,Tamron SP 70-200mm f/2.8 Di VC USD G2
django-unchained-2012-203-7454.jpg,50,3200,2.8,1.0,Extreme close-up,400,INT,Sony Venice,Frame within a frame,Gradient Filter,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
django-unchained-2012-203-7455.jpg,105,6500,1.4,0.5,Extreme close-up,1600,INT,Blackmagic URSA Mini,Leading lines,ND Filter,Canon EF 24-70mm f/2.8L II USM
django-unchained-2012-203-7456.jpg,50,3200,2.0,0.5,Close-up,800,INT,Canon EOS C70,Golden ratio,Gradient Filter,Zeiss Otus 85mm f/1.4
django-unchained-2012-203-7457.jpg,24,6500,5.6,1.0,Over-the-shoulder,400,EXT,ARRI Alexa,Golden ratio,Gradient Filter,Canon EF 24-70mm f/2.8L II USM
django-unchained-2012-203-7459.jpg,50,3200,5.6,3.0,Wide shot,1600,INT,Canon C300,Rule of thirds,None,Tamron SP 70-200mm f/2.8 Di VC USD G2
django-unchained-2012-203-7461.jpg,105,5600,4.0,3.0,Close-up,800,EXT,Sony FX6,Leading lines,Polarizer,Fujifilm XF 56mm f/1.2 R
django-unchained-2012-203-7462.jpg,85,6500,2.8,3.0,Medium shot,800,EXT,Sony Venice,Symmetry,UV Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
django-unchained-2012-203-7466.jpg,50,5600,4.0,2.0,Over-the-shoulder,100,INT,Canon C300,Frame within a frame,Gradient Filter,Zeiss Otus 85mm f/1.4
django-unchained-2012-203-7476.jpg,24,4300,2.8,1.5,Close-up,800,EXT,ARRI Alexa,Leading lines,Polarizer,Zeiss Otus 85mm f/1.4
django-unchained-2012-203-7478.jpg,24,5600,2.0,1.5,Over-the-shoulder,1600,INT,ARRI Alexa,Rule of thirds,ND Filter,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
django-unchained-2012-203-7482.jpg,85,3200,2.8,1.5,Wide shot,200,EXT,Sony FX6,Rule of thirds,UV Filter,Fujifilm XF 56mm f/1.2 R
django-unchained-2012-203-7486.jpg,85,5600,4.0,3.0,Medium shot,200,INT,Panavision Millennium DXL2,Symmetry,UV Filter,Sigma 35mm f/1.4 DG HSM Art
django-unchained-2012-203-7493.jpg,85,5600,4.0,1.0,Medium shot,100,INT,Canon C300,Golden ratio,Gradient Filter,Canon EF 24-70mm f/2.8L II USM
django-unchained-2012-203-7496.jpg,24,4300,1.4,3.0,Medium shot,1600,INT,Panasonic Lumix GH5,Symmetry,ND Filter,Nikon AF-S Nikkor 50mm f/1.4G
django-unchained-2012-203-7499.jpg,85,3200,1.4,1.0,Medium shot,100,INT,ARRI Amira,Frame within a frame,ND Filter,Leica Summilux-C 29mm T1.4
django-unchained-2012-203-7505.jpg,85,4300,2.0,3.0,Point-of-view,200,INT,Sony A7S III,Golden ratio,Polarizer,Tokina AT-X 16-28mm f/2.8 Pro FX
django-unchained-2012-203-7516.jpg,105,6500,2.8,1.5,Medium shot,800,INT,Canon EOS R,Golden ratio,ND Filter,Zeiss Otus 85mm f/1.4
do-the-right-thing-1989-225-12354.jpg,50,4300,5.6,0.5,Close-up,100,EXT,Sony A7S III,Golden ratio,UV Filter,Sony FE 24-70mm f/2.8 GM
do-the-right-thing-1989-225-12356.jpg,35,3200,2.0,2.0,Over-the-shoulder,100,INT,ARRI Alexa,Leading lines,ND Filter,Canon EF 24-70mm f/2.8L II USM
do-the-right-thing-1989-225-12359.jpg,50,6500,5.6,1.0,Close-up,1600,INT,Blackmagic URSA Mini,Rule of thirds,UV Filter,Fujifilm XF 56mm f/1.2 R
do-the-right-thing-1989-225-12360.jpg,24,6500,5.6,3.0,Point-of-view,200,EXT,ARRI Amira,Rule of thirds,ND Filter,Nikon AF-S Nikkor 50mm f/1.4G
do-the-right-thing-1989-225-12361.jpg,85,4300,2.8,3.0,Extreme close-up,1600,EXT,Panasonic Lumix GH5,Rule of thirds,Polarizer,Canon EF 24-70mm f/2.8L II USM
do-the-right-thing-1989-225-12376.jpg,24,5600,2.0,0.5,Wide shot,800,INT,Panasonic Lumix GH5,Symmetry,UV Filter,Canon EF 24-70mm f/2.8L II USM
do-the-right-thing-1989-225-12381.jpg,50,4300,2.8,3.0,Point-of-view,200,EXT,Sony FX6,Rule of thirds,None,Sigma 35mm f/1.4 DG HSM Art
do-the-right-thing-1989-225-12382.jpg,85,3200,1.4,1.5,Medium shot,200,EXT,Blackmagic URSA Mini,Rule of thirds,None,Zeiss Otus 85mm f/1.4
do-the-right-thing-1989-225-12385.jpg,50,5600,4.0,1.0,Medium shot,400,EXT,Blackmagic URSA Mini,Rule of thirds,Gradient Filter,Leica Summilux-C 29mm T1.4
do-the-right-thing-1989-225-12388.jpg,50,3200,4.0,2.0,Medium shot,400,INT,Nikon Z6,Leading lines,None,Zeiss Otus 85mm f/1.4
do-the-right-thing-1989-225-12390.jpg,50,4300,4.0,1.5,Wide shot,400,EXT,Canon EOS R,Frame within a frame,Gradient Filter,Tamron SP 70-200mm f/2.8 Di VC USD G2
do-the-right-thing-1989-225-12393.jpg,50,3200,5.6,3.0,Close-up,800,INT,Fujifilm X-T3,Golden ratio,None,Nikon AF-S Nikkor 50mm f/1.4G
do-the-right-thing-1989-225-12409.jpg,24,5600,5.6,1.5,Point-of-view,800,EXT,Sony Venice,Frame within a frame,ND Filter,Sony FE 24-70mm f/2.8 GM
do-the-right-thing-1989-225-12410.jpg,35,6500,1.4,3.0,Wide shot,800,INT,Sony A7S III,Golden ratio,UV Filter,Sigma 35mm f/1.4 DG HSM Art
do-the-right-thing-1989-225-12419.jpg,50,6500,2.8,2.0,Close-up,1600,INT,Canon EOS R,Symmetry,None,Sigma 35mm f/1.4 DG HSM Art
do-the-right-thing-1989-225-12422.jpg,105,6500,2.8,0.5,Point-of-view,400,INT,Sony Venice,Frame within a frame,None,Sony FE 24-70mm f/2.8 GM
do-the-right-thing-1989-225-12423.jpg,50,4300,5.6,1.0,Over-the-shoulder,1600,INT,Sony FX6,Rule of thirds,UV Filter,Sony FE 24-70mm f/2.8 GM
do-the-right-thing-1989-225-12441.jpg,35,6500,5.6,2.0,Extreme close-up,100,INT,RED Epic,Golden ratio,UV Filter,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
do-the-right-thing-1989-225-12443.jpg,85,6500,5.6,3.0,Medium shot,1600,EXT,Panasonic Lumix GH5,Leading lines,Polarizer,Zeiss Otus 85mm f/1.4
do-the-right-thing-1989-225-12448.jpg,105,4300,2.0,1.5,Medium shot,100,INT,Canon C300,Frame within a frame,Polarizer,Sony FE 24-70mm f/2.8 GM
do-the-right-thing-1989-225-12458.jpg,85,6500,2.8,3.0,Medium shot,400,INT,ARRI Amira,Symmetry,ND Filter,Canon EF 24-70mm f/2.8L II USM
do-the-right-thing-1989-225-12466.jpg,105,3200,1.4,1.5,Close-up,100,INT,Canon EOS C70,Rule of thirds,None,Leica Summilux-C 29mm T1.4
do-the-right-thing-1989-225-12468.jpg,105,6500,4.0,3.0,Over-the-shoulder,1600,EXT,Sony FX6,Symmetry,Polarizer,Fujifilm XF 56mm f/1.2 R
do-the-right-thing-1989-225-12475.jpg,105,4300,2.8,1.5,Extreme close-up,100,INT,Sony Venice,Rule of thirds,None,Tamron SP 70-200mm f/2.8 Di VC USD G2
do-the-right-thing-1989-225-12478.jpg,35,6500,1.4,2.0,Point-of-view,800,INT,Sony FX6,Golden ratio,None,Tokina AT-X 16-28mm f/2.8 Pro FX
do-the-right-thing-1989-225-12479.jpg,24,6500,4.0,0.5,Over-the-shoulder,1600,EXT,Fujifilm X-T3,Symmetry,UV Filter,Sony FE 24-70mm f/2.8 GM
do-the-right-thing-1989-225-12506.jpg,35,4300,5.6,3.0,Close-up,800,INT,Nikon Z6,Leading lines,Polarizer,Nikon AF-S Nikkor 50mm f/1.4G
do-the-right-thing-1989-225-12507.jpg,24,6500,2.0,0.5,Point-of-view,200,EXT,ARRI Amira,Rule of thirds,None,Fujifilm XF 56mm f/1.2 R
do-the-right-thing-1989-225-12513.jpg,24,4300,5.6,1.5,Wide shot,200,EXT,ARRI Alexa,Frame within a frame,None,Canon EF 24-70mm f/2.8L II USM
do-the-right-thing-1989-225-12514.jpg,35,5600,2.0,1.0,Point-of-view,200,INT,Nikon Z6,Golden ratio,Polarizer,Canon EF 24-70mm f/2.8L II USM
do-the-right-thing-1989-225-12515.jpg,24,3200,5.6,1.0,Over-the-shoulder,1600,EXT,RED Epic,Frame within a frame,None,Fujifilm XF 56mm f/1.2 R
do-the-right-thing-1989-225-12526.jpg,24,6500,1.4,1.0,Extreme close-up,200,EXT,Panasonic Lumix GH5,Leading lines,Gradient Filter,Fujifilm XF 56mm f/1.2 R
do-the-right-thing-1989-225-12527.jpg,85,3200,2.8,2.0,Over-the-shoulder,800,EXT,Nikon Z6,Golden ratio,None,Sony FE 24-70mm f/2.8 GM
do-the-right-thing-1989-225-12534.jpg,105,4300,2.0,1.5,Point-of-view,1600,EXT,Sony FX6,Symmetry,Polarizer,Nikon AF-S Nikkor 50mm f/1.4G
do-the-right-thing-1989-225-12537.jpg,50,5600,1.4,2.0,Point-of-view,400,INT,Canon EOS R,Frame within a frame,UV Filter,Zeiss Otus 85mm f/1.4
do-the-right-thing-1989-225-12542.jpg,85,4300,1.4,3.0,Over-the-shoulder,800,EXT,Sony FX6,Rule of thirds,Polarizer,Sony FE 24-70mm f/2.8 GM
do-the-right-thing-1989-225-12555.jpg,105,4300,5.6,0.5,Over-the-shoulder,800,INT,Panavision Millennium DXL2,Golden ratio,ND Filter,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
do-the-right-thing-1989-225-12565.jpg,35,3200,1.4,3.0,Close-up,1600,EXT,Fujifilm X-T3,Symmetry,Polarizer,Nikon AF-S Nikkor 50mm f/1.4G
do-the-right-thing-1989-225-12571.jpg,24,4300,4.0,3.0,Medium shot,100,EXT,Sony Venice,Rule of thirds,None,Sigma 35mm f/1.4 DG HSM Art
do-the-right-thing-1989-225-12572.jpg,50,4300,1.4,0.5,Over-the-shoulder,1600,EXT,Nikon Z6,Leading lines,UV Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
do-the-right-thing-1989-225-12573.jpg,85,3200,4.0,1.0,Medium shot,100,INT,Canon EOS C70,Leading lines,Polarizer,Leica Summilux-C 29mm T1.4
do-the-right-thing-1989-225-12575.jpg,85,6500,1.4,1.0,Close-up,200,EXT,Sony FX6,Symmetry,None,Sony FE 24-70mm f/2.8 GM
do-the-right-thing-1989-225-12577.jpg,105,6500,5.6,1.5,Over-the-shoulder,800,INT,Blackmagic URSA Mini,Frame within a frame,Polarizer,Sony FE 24-70mm f/2.8 GM
do-the-right-thing-1989-225-12578.jpg,24,4300,5.6,0.5,Wide shot,1600,INT,RED Epic,Rule of thirds,UV Filter,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
do-the-right-thing-1989-225-12581.jpg,24,4300,1.4,2.0,Extreme close-up,200,EXT,Nikon Z6,Symmetry,UV Filter,Leica Summilux-C 29mm T1.4
do-the-right-thing-1989-225-12600.jpg,50,4300,2.0,1.0,Medium shot,800,INT,Sony Venice,Frame within a frame,None,Tamron SP 70-200mm f/2.8 Di VC USD G2
do-the-right-thing-1989-225-12602.jpg,85,6500,1.4,0.5,Extreme close-up,1600,EXT,Canon EOS C70,Rule of thirds,Gradient Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
do-the-right-thing-1989-225-12603.jpg,35,5600,2.8,0.5,Extreme close-up,800,INT,Canon C300,Frame within a frame,None,Tamron SP 70-200mm f/2.8 Di VC USD G2
do-the-right-thing-1989-225-12627.jpg,50,3200,4.0,3.0,Over-the-shoulder,1600,INT,Sony FX6,Frame within a frame,Polarizer,Zeiss Otus 85mm f/1.4
do-the-right-thing-1989-225-12629.jpg,24,4300,2.8,3.0,Point-of-view,400,EXT,Blackmagic URSA Mini,Golden ratio,None,Tamron SP 70-200mm f/2.8 Di VC USD G2
do-the-right-thing-1989-225-12645.jpg,24,5600,4.0,1.5,Point-of-view,100,INT,Sony Venice,Rule of thirds,Gradient Filter,Tamron SP 70-200mm f/2.8 Di VC USD G2
do-the-right-thing-1989-225-12657.jpg,50,3200,2.0,2.0,Close-up,800,EXT,Canon EOS C70,Frame within a frame,Polarizer,Sony FE 24-70mm f/2.8 GM
do-the-right-thing-1989-225-12663.jpg,35,4300,4.0,1.0,Medium shot,800,INT,ARRI Alexa,Rule of thirds,Gradient Filter,Fujifilm XF 56mm f/1.2 R
do-the-right-thing-1989-225-12665.jpg,105,4300,2.8,2.0,Extreme close-up,800,INT,Panasonic Lumix GH5,Rule of thirds,Gradient Filter,Zeiss Otus 85mm f/1.4
do-the-right-thing-1989-225-12668.jpg,50,6500,4.0,2.0,Wide shot,400,INT,Panasonic Lumix GH5,Frame within a frame,Gradient Filter,Leica Summilux-C 29mm T1.4
do-the-right-thing-1989-225-12701.jpg,50,6500,1.4,1.0,Extreme close-up,200,INT,Sony A7S III,Golden ratio,None,Leica Summilux-C 29mm T1.4
do-the-right-thing-1989-225-12706.jpg,35,6500,2.0,3.0,Close-up,800,INT,Nikon Z6,Symmetry,UV Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
do-the-right-thing-1989-225-12718.jpg,85,3200,2.0,1.5,Close-up,800,INT,Nikon Z6,Frame within a frame,UV Filter,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
do-the-right-thing-1989-225-12725.jpg,50,5600,1.4,3.0,Extreme close-up,100,EXT,Panasonic Lumix GH5,Symmetry,Gradient Filter,Sigma 35mm f/1.4 DG HSM Art
do-the-right-thing-1989-225-12729.jpg,35,6500,1.4,1.0,Extreme close-up,100,INT,RED Komodo,Frame within a frame,None,Tamron SP 70-200mm f/2.8 Di VC USD G2
drive-2011-4432.png,35,4300,1.4,2.0,Wide shot,400,EXT,Sony FX6,Leading lines,None,Tamron SP 70-200mm f/2.8 Di VC USD G2
drive-2011-4434.png,50,5600,5.6,0.5,Close-up,400,INT,Sony A7S III,Leading lines,ND Filter,Canon EF 24-70mm f/2.8L II USM
drive-2011-4448.png,35,3200,2.8,1.5,Close-up,200,INT,ARRI Alexa,Golden ratio,Gradient Filter,Nikon AF-S Nikkor 50mm f/1.4G
drive-2011-4451.png,35,4300,1.4,2.0,Extreme close-up,200,EXT,Canon EOS C70,Symmetry,None,Leica Summilux-C 29mm T1.4
drive-2011-4453.png,35,4300,5.6,0.5,Extreme close-up,800,EXT,Sony Venice,Symmetry,Polarizer,Tamron SP 70-200mm f/2.8 Di VC USD G2
drive-2011-4466.png,105,5600,5.6,2.0,Wide shot,800,EXT,Sony Venice,Symmetry,Polarizer,Nikon AF-S Nikkor 50mm f/1.4G
drive-2011-4471.png,50,3200,1.4,1.5,Over-the-shoulder,200,EXT,Panasonic Lumix GH5,Rule of thirds,Gradient Filter,Zeiss Otus 85mm f/1.4
drive-2011-4474.png,50,5600,2.0,1.5,Close-up,1600,EXT,RED Komodo,Frame within a frame,None,Leica Summilux-C 29mm T1.4
eastern-promises-2007-196-6946.jpg,105,6500,1.4,3.0,Extreme close-up,1600,EXT,Sony FX6,Frame within a frame,ND Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
eastern-promises-2007-196-6947.jpg,105,6500,5.6,0.5,Point-of-view,100,INT,Canon EOS R,Golden ratio,UV Filter,Sony FE 24-70mm f/2.8 GM
eastern-promises-2007-196-6952.jpg,105,4300,1.4,1.0,Wide shot,200,INT,Fujifilm X-T3,Rule of thirds,ND Filter,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
eastern-promises-2007-196-6954.jpg,105,3200,1.4,0.5,Medium shot,100,EXT,RED Epic,Symmetry,Polarizer,Tokina AT-X 16-28mm f/2.8 Pro FX
eastern-promises-2007-196-6957.jpg,35,3200,2.8,0.5,Close-up,1600,INT,Fujifilm X-T3,Golden ratio,ND Filter,Sony FE 24-70mm f/2.8 GM
eastern-promises-2007-196-6962.jpg,85,4300,5.6,1.0,Over-the-shoulder,100,EXT,Sony A7S III,Leading lines,ND Filter,Sony FE 24-70mm f/2.8 GM
eastern-promises-2007-196-6963.jpg,85,6500,2.0,0.5,Wide shot,100,EXT,ARRI Alexa,Golden ratio,UV Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
eastern-promises-2007-196-6965.jpg,50,6500,1.4,1.0,Point-of-view,200,EXT,Canon EOS C70,Leading lines,None,Tamron SP 70-200mm f/2.8 Di VC USD G2
eastern-promises-2007-196-6973.jpg,35,5600,2.8,2.0,Wide shot,100,EXT,Sony A7S III,Symmetry,Gradient Filter,Sigma 35mm f/1.4 DG HSM Art
eastern-promises-2007-196-6976.jpg,105,3200,1.4,1.0,Over-the-shoulder,100,EXT,Nikon Z6,Frame within a frame,UV Filter,Canon EF 24-70mm f/2.8L II USM
eastern-promises-2007-196-6977.jpg,85,3200,1.4,1.5,Point-of-view,800,INT,Canon C300,Rule of thirds,ND Filter,Fujifilm XF 56mm f/1.2 R
